Id,SalePrice
1461,124113.44608745883
1462,161243.26080239148
1463,186363.35826038025
1464,187258.11255786373
1465,194779.79031576056
1466,179592.32448363598
1467,174032.00058008492
1468,173067.09146416126
1469,179991.01337774502
1470,125841.11169826331
1471,207381.59012376025
1472,93697.05463109195
1473,99220.57919096903
1474,153853.6678460835
1475,113607.95455033866
1476,373503.36391210894
1477,243547.29916068993
1478,298937.14998906985
1479,282563.8394915056
1480,479725.101154702
1481,313488.8448861516
1482,201823.16358897285
1483,185459.4868638476
1484,173298.91376687697
1485,182716.96251583987
1486,196799.37231100388
1487,317577.6061962526
1488,224708.52812981058
1489,206352.16241639745
1490,232529.27867253253
1491,195715.44231791596
1492,95591.77596098972
1493,177230.20480382827
1494,275300.2402694544
1495,288064.23029585776
1496,229292.0987478457
1497,187411.71902439217
1498,156922.52928503547
1499,158656.6458130252
1500,159933.00999616808
1501,173786.82358184006
1502,158625.27717209182
1503,269973.0765335457
1504,230828.04560862487
1505,216534.39550846352
1506,182218.8196730081
1507,256859.98874041112
1508,197523.56118861583
1509,160727.0224886621
1510,146249.35086361956
1511,148152.5251869366
1512,173387.72976514464
1513,147682.63046629756
1514,148372.07594063436
1515,188095.36601123566
1516,142819.50200887574
1517,156658.09961541308
1518,134995.0436818637
1519,220622.50088650678
1520,138087.79262130955
1521,137931.4621515196
1522,165888.91132405578
1523,119606.98069958048
1524,122449.612881721
1525,125283.57400639197
1526,122429.37355785977
1527,105444.72240315024
1528,127479.4173225915
1529,148449.69443429448
1530,177064.06214152384
1531,119379.37984185701
1532,94942.31558068488
1533,153213.35486294876
1534,124490.57421458948
1535,149790.4784538244
1536,111183.94245903211
1537,69861.98650863806
1538,139322.19307648393
1539,187025.84394180006
1540,108895.15164317843
1541,143782.3519900814
1542,136847.9864301106
1543,194078.32083812705
1544,81987.2167270511
1545,102203.47412067163
1546,127478.01864918739
1547,140327.36833037832
1548,130833.82203689609
1549,115068.94738340317
1550,132985.15890594406
1551,111877.46101198684
1552,143257.61653165813
1553,141820.88350173025
1554,107099.03623788043
1555,169975.6472972485
1556,88227.9782230889
1557,101945.74174259808
1558,92983.98474631816
1559,79857.33419982617
1560,136018.45965867557
1561,132344.4875492812
1562,131505.31281406953
1563,122660.6054892218
1564,164862.52444711182
1565,152390.13052641775
1566,230972.82449430402
1567,82699.47033648432
1568,237278.94274628576
1569,147387.93169263226
1570,137814.74268138688
1571,119011.05539933364
1572,149035.63089123947
1573,237489.30392395784
1574,120803.35645094157
1575,227959.25415628974
1576,232736.45333083268
1577,194681.47282669685
1578,148722.87824147125
1579,149950.14115831678
1580,188152.30016187084
1581,144139.01216787595
1582,129721.80634757053
1583,327378.50035442226
1584,235316.23607303688
1585,145190.34214435428
1586,72023.19704754942
1587,98553.98284922195
1588,146279.39829265687
1589,104384.50398097126
1590,134337.3593307977
1591,100563.18386897336
1592,128574.48301849802
1593,122401.203449321
1594,133130.9652211938
1595,109999.19631567446
1596,234332.58094547366
1597,183952.3838247054
1598,193609.98490491178
1599,169023.06499212323
1600,169099.32348389644
1601,73719.70564324153
1602,113080.74768452643
1603,77064.25001595974
1604,263979.40061141807
1605,239114.02716268305
1606,168356.80633049115
1607,163238.1994196957
1608,211291.57603068033
