PassengerId,Survived
892,0.0957381537586822
893,0.28766422592279733
894,0.38144826158980283
895,0.4643302825325472
896,0.12673984740088015
897,0.0704553044333588
898,0.43579814558748503
899,0.7941253182410977
900,0.8629823651468482
901,0.2695954316247591
902,0.18694914957722478
903,0.5392899682987773
904,0.5501775772300782
905,0.047088130007868614
906,0.8853714521017597
907,0.9301443582726049
908,0.6471842780560436
909,0.25753740415264464
910,0.46028968390859015
911,0.4116591304430361
912,0.10184089296938767
913,0.429396453553219
914,0.9258531031236467
915,0.29653325725681556
916,0.8389271866873166
917,0.10171926402603622
918,0.7176744239937237
919,0.32293995647901896
920,0.7594579316787511
921,0.15131681380121523
922,0.08934371369912848
923,0.8390964470033365
924,0.6694328041803469
925,0.059311933724914064
926,0.3294562958539858
927,0.1930820926611602
928,0.14325806250568335
929,0.13307012501432466
930,0.2618804112235418
931,0.586884197929523
932,0.24770386411479114
933,0.7837800704005717
934,0.0698996964511961
935,0.882048394949794
936,0.9151609253974379
937,0.15028279869748482
938,0.12818681005343657
939,0.5311427393359905
940,0.5314809618873738
941,0.709298233319917
942,0.8189118023611137
943,0.19814450049044782
944,0.9395165060402556
945,0.771679575126365
946,0.30627178592451054
947,0.06681410508072018
948,0.22528629418017812
949,0.06366586877878572
950,0.3895827145009064
951,0.9515013856975607
952,0.051452861009608344
953,0.7881481413668936
954,0.07087839009428666
955,0.8172321900906108
956,0.08065405976861155
957,0.8465280431865276
958,0.8333673504139757
959,0.12046070126611434
960,0.7274048018025521
961,0.2992275025800884
962,0.2427151604394059
963,0.24606055858412673
964,0.18869121313139453
965,0.14267254286722317
966,0.787175483275174
967,0.5645076276259607
968,0.07926311887438141
969,0.3441790504262082
970,0.7306881647447746
971,0.7502213361222326
972,0.2702760546321863
973,0.07648114298036919
974,0.6151118699568322
975,0.06349514352534104
976,0.6145604990299235
977,0.29476561271393686
978,0.3689350114296449
979,0.1347269248505433
980,0.8068584769610464
981,0.31974078178158943
982,0.13100271598684177
983,0.11083721684795178
984,0.6432267998906933
985,0.07926311887438141
986,0.36989920985584573
987,0.10453936377914169
988,0.7200707419178666
989,0.7657357243580917
990,0.5340681266306386
991,0.04938949214927798
992,0.9357194458096029
993,0.08371737553300557
994,0.2628185391818284
995,0.10439184578110584
996,0.3092041174660294
997,0.11028451848089497
998,0.48675628050489644
999,0.10126660323047999
1000,0.08470546009089813
1001,0.4946048876668746
1002,0.14185571319883908
1003,0.7936146235807787
1004,0.4909714825488092
1005,0.762620113291402
1006,0.9270694517260403
1007,0.08966376196209025
1008,0.07401128905777991
1009,0.528181699260488
1010,0.6093894078541586
1011,0.891666498164558
1012,0.319346723827228
1013,0.07769782133641562
1014,0.7339135279688733
1015,0.7233445964269645
1016,0.2628185391818284
1017,0.7404718805846332
1018,0.09163515918429557
1019,0.4986432852628466
1020,0.7098847505088579
1021,0.06335208807183872
1022,0.09169485968774142
1023,0.1333400292565314
1024,0.10602845895564816
1025,0.2487612625591709
1026,0.04819910087098618
1027,0.06959585286314425
1028,0.8225685064844163
1029,0.19264129569428048
1030,0.1359095678419233
1031,0.06960827705107105
1032,0.07878637692347056
1033,0.95741244082522
1034,0.5750247320493276
1035,0.11120421254712737
1036,0.5016703389943692
1037,0.08924084571220423
1038,0.19732230847311572
1039,0.2678146981589056
1040,0.5758078934768723
1041,0.19496425014668725
1042,0.8446728843993365
1043,0.47044737950504495
1044,0.019272815376526923
1045,0.14953951866217188
1046,0.02868940419010224
1047,0.04263712490798095
1048,0.9521251820125254
1049,0.16803033935241632
1050,0.5016703389943692
1051,0.648105573264924
1052,0.2532220619778427
1053,0.638110784763195
1054,0.2991657212133825
1055,0.09078557228770158
1056,0.6534909207457652
1057,0.6407777275191884
1058,0.8728264067496426
1059,0.027686410734279774
1060,0.7077709535464134
1061,0.13247030951255964
1062,0.05314695585015908
1063,0.8433534807207702
1064,0.3006868536671881
1065,0.1101323053593854
1066,0.12153223768075909
1067,0.37687176738624684
1068,0.8811459985651058
1069,0.8236251201652792
1070,0.34236234482704914
1071,0.3355079399402332
1072,0.6090261011638669
1073,0.18164289516433343
1074,0.939284584396931
1075,0.6521691151974502
1076,0.9537377875758112
1077,0.2329061102599343
1078,0.5617009629446882
1079,0.05375763750488192
1080,0.01816527909676035
1081,0.1135561348939808
1082,0.5960067674228
1083,0.18246019291090962
1084,0.44250476623381557
1085,0.5834545254385664
1086,0.897117457820269
1087,0.40312644897125177
1088,0.6475377896720172
1089,0.15499271427389338
1090,0.5343443762680764
1091,0.4077185339661035
1092,0.22910555631630514
1093,0.2542676686703272
1094,0.13701555240075144
1095,0.34629982270954546
1096,0.0833117135903265
1097,0.6541270738263855
1098,0.12603516795626601
1099,0.08348073860411492
1100,0.9177480612984752
1101,0.08326883338873674
1102,0.1458900848791987
1103,0.2997903229538902
1104,0.0883942629053292
1105,0.1711547680821172
1106,0.06654508470647023
1107,0.8665438032449636
1108,0.7921678537786624
1109,0.16036680251026303
1110,0.9806576916839113
1111,0.07926311887438141
1112,0.469275612139333
1113,0.06406568481295317
1114,0.18441268164027322
1115,0.1445922501478765
1116,0.2385359754735698
1117,0.20949239475929265
1118,0.08989392055488855
1119,0.28748217432421674
1120,0.044789629456836025
1121,0.5900648178791552
1122,0.8360641498858802
1123,0.6851795726000562
1124,0.04100229130752141
1125,0.5272300057419343
1126,0.16406481113198637
1127,0.3319977235730453
1128,0.165919319303126
1129,0.7371059292532984
1130,0.2766686559107547
1131,0.5658558958066288
1132,0.911091373470966
1133,0.8930709689683476
1134,0.3195772777617971
1135,0.06349129178470062
1136,0.029733884651629468
1137,0.5434379229789233
